,Country,Year,Value
8025,Russia,2006,2056688.154
8026,Russia,2007,2058076.278
8027,Russia,2008,2097172.648
8028,Russia,2009,1960223.768
8029,Russia,2010,2057672.767
8030,Russia,2011,2120496.667
8031,Russia,2012,2146305.498
8032,Russia,2013,2090717.033
8033,Russia,2014,2089475.082
8034,Russia,2015,2093652.942
8035,Russia,2016,2097476.836
8036,Russia,2017,2155470.669
8261,Slovenia,1990,18639.285
8262,Slovenia,1991,17320.147
8263,Slovenia,1992,17419.116
8264,Slovenia,1993,17621.302
8265,Slovenia,1994,18025.281
8266,Slovenia,1995,18720.717
8267,Slovenia,1996,19355.668
8268,Slovenia,1997,19707.849
8269,Slovenia,1998,19464.376
8270,Slovenia,1999,18833.37
8271,Slovenia,2000,19075.523
8272,Slovenia,2001,19994.173
8273,Slovenia,2002,20175.998
8274,Slovenia,2003,19899.911
8275,Slovenia,2004,20217.008
8276,Slovenia,2005,20519.463
8277,Slovenia,2006,20707.174
8278,Slovenia,2007,20847.162
8279,Slovenia,2008,21572.751
8280,Slovenia,2009,19601.546
8281,Slovenia,2010,19625.913
8282,Slovenia,2011,19634.791
8283,Slovenia,2012,19062.286
8284,Slovenia,2013,18359.167
8285,Slovenia,2014,16625.556
8286,Slovenia,2015,16819.79
8287,Slovenia,2016,17681.281
8288,Slovenia,2017,17453.495
9095,Lithuania,1990,48213.472
9096,Lithuania,1991,50213.094
9097,Lithuania,1992,30935.261
9098,Lithuania,1993,24834.454
9099,Lithuania,1994,23378.432
9100,Lithuania,1995,22348.696
9101,Lithuania,1996,23373.074
9102,Lithuania,1997,22907.428
9103,Lithuania,1998,23844.274
9104,Lithuania,1999,21059.746
9105,Lithuania,2000,19503.273
9106,Lithuania,2001,20253.097
9107,Lithuania,2002,20648.056
9108,Lithuania,2003,20809.987
9109,Lithuania,2004,21645.034
9110,Lithuania,2005,22849.555
9111,Lithuania,2006,23141.982
9112,Lithuania,2007,25294.383
9113,Lithuania,2008,24321.859
9114,Lithuania,2009,19909.396
9115,Lithuania,2010,20728.508
9116,Lithuania,2011,21294.554
9117,Lithuania,2012,21228.985
9118,Lithuania,2013,19945.806
9119,Lithuania,2014,19907.759
9120,Lithuania,2015,20205.623
9121,Lithuania,2016,20186.466
9122,Lithuania,2017,20417.334
11440,Latvia,1990,26259.46
11441,Latvia,1991,24365.541
11442,Latvia,1992,19616.515
11443,Latvia,1993,16199.651
11444,Latvia,1994,14269.256
11445,Latvia,1995,12893.287
11446,Latvia,1996,12934.446
11447,Latvia,1997,12382.559
11448,Latvia,1998,11883.587
11449,Latvia,1999,11102.354
11450,Latvia,2000,10487.76
11451,Latvia,2001,11062.159
11452,Latvia,2002,11043.442
11453,Latvia,2003,11221.618
11454,Latvia,2004,11206.788
11455,Latvia,2005,11387.93
11456,Latvia,2006,11883.786
11457,Latvia,2007,12339.415
11458,Latvia,2008,11873.992
11459,Latvia,2009,11176.156
11460,Latvia,2010,12279.234
11461,Latvia,2011,11489.396
11462,Latvia,2012,11327.463
11463,Latvia,2013,11259.72
11464,Latvia,2014,11173.494
11465,Latvia,2015,11255.924
11466,Latvia,2016,11268.723
11467,Latvia,2017,11306.196
20946,Brazil,1990,573078.754
20947,Brazil,1991,592144.026
20948,Brazil,1992,601634.457
20949,Brazil,1993,614410.566
20950,Brazil,1994,633105.119
20951,Brazil,1995,660104.25
20952,Brazil,1996,664669.231
20953,Brazil,1997,689838.774
20954,Brazil,1998,709934.242
20955,Brazil,1999,729124.261
20956,Brazil,2000,756663.676
20957,Brazil,2001,775840.127
20958,Brazil,2002,791183.696
20959,Brazil,2003,811625.765
20960,Brazil,2004,846526.365
20961,Brazil,2005,863894.872
20962,Brazil,2006,881670.312
20963,Brazil,2007,881781.751
20964,Brazil,2008,910097.944
20965,Brazil,2009,890514.878
20966,Brazil,2010,954324.654
20967,Brazil,2011,991691
20968,Brazil,2012,1027739
21242,China (People's Republic of),1994,4057617
21243,China (People's Republic of),2005,7465861.7
21244,China (People's Republic of),2012,11895765
21293,Colombia,1990,94040.615
21294,Colombia,1991,97252.601
21295,Colombia,1992,102161.065
21296,Colombia,1993,103813.59
21297,Colombia,1994,105140.36
21298,Colombia,1995,106659.232
21299,Colombia,1996,109795.905
21300,Colombia,1997,114194.849
21301,Colombia,1998,113892.083
21302,Colombia,1999,108652.18
21303,Colombia,2000,110795.2
21304,Colombia,2001,109488.748
21305,Colombia,2002,109966.454
21306,Colombia,2003,113929.085
21307,Colombia,2004,117271.11
21308,Colombia,2005,122238.972
21309,Colombia,2006,130651.1
21310,Colombia,2007,131880.488
21311,Colombia,2008,130025.616
21312,Colombia,2009,137137.328
21313,Colombia,2010,138247.793
21314,Colombia,2011,133918.316
21315,Colombia,2012,139838.472
21316,Colombia,2013,147802.851
21317,Colombia,2014,150614.761
21743,Costa Rica,2005,10878.07
21744,Costa Rica,2010,12511.35
21745,Costa Rica,2012,13257.36
21782,India,1994,1214248
21783,India,2000,1523766.56
21784,India,2010,2100849.73
21833,Indonesia,2000,502363
21834,Indonesia,2001,537949
21835,Indonesia,2002,545911
21836,Indonesia,2003,559139
21837,Indonesia,2004,583101
21838,Indonesia,2005,590736
21839,Indonesia,2006,610242
21840,Indonesia,2007,607947
21841,Indonesia,2008,629710
21842,Indonesia,2009,628562
21843,Indonesia,2010,685711
21844,Indonesia,2011,726262
21845,Indonesia,2012,757250
21846,Indonesia,2013,796579
21847,Indonesia,2014,864948
21848,Indonesia,2015,907334
21849,Indonesia,2016,883224
22085,South Africa,1990,347349.4
22086,South Africa,1994,379837.2
31768,Argentina,1990,220240.771
31769,Argentina,1991,230413.756
31770,Argentina,1992,234122.379
31771,Argentina,1993,239560.142
31772,Argentina,1994,243598.693
31773,Argentina,1995,244499.373
31774,Argentina,1996,256463.932
31775,Argentina,1997,258303.62
31776,Argentina,1998,262725.063
31777,Argentina,1999,264637.841
31778,Argentina,2000,280308.986
31779,Argentina,2001,276902.595
31780,Argentina,2002,269315.644
31781,Argentina,2003,286381.632
31782,Argentina,2004,298167.359
31783,Argentina,2005,307492.666
31784,Argentina,2006,321462.033
31785,Argentina,2007,335854.126
31786,Argentina,2008,331802.165
31787,Argentina,2009,322554.23
31788,Argentina,2010,300695.19
31789,Argentina,2011,310314.526
31790,Argentina,2012,310670.242
31791,Argentina,2013,321011.892
31792,Argentina,2014,322554.612
