,Location,Time,PopTotal
202986,Republic of Korea,2016,50983.446
202987,Republic of Korea,2017,51096.408
205612,Russian Federation,1990,147531.562
205613,Russian Federation,1991,147995.584
205614,Russian Federation,1992,148268.576
205615,Russian Federation,1993,148373.584
205616,Russian Federation,1994,148349.443
205617,Russian Federation,1995,148227.471
205618,Russian Federation,1996,148020.852
205619,Russian Federation,1997,147730.02
205620,Russian Federation,1998,147360.613
205621,Russian Federation,1999,146915.915
205622,Russian Federation,2000,146404.89
205623,Russian Federation,2001,145830.726
205624,Russian Federation,2002,145215.707
205625,Russian Federation,2003,144610.876
205626,Russian Federation,2004,144080.649
205627,Russian Federation,2005,143672.125
205628,Russian Federation,2006,143403.258
205629,Russian Federation,2007,143266.207
205630,Russian Federation,2008,143248.764
205631,Russian Federation,2009,143326.904
205632,Russian Federation,2010,143479.273
205633,Russian Federation,2011,143703.027
205634,Russian Federation,2012,143993.888
205635,Russian Federation,2013,144325.456
205636,Russian Federation,2014,144664.837
205637,Russian Federation,2015,144985.059
205638,Russian Federation,2016,145275.374
205639,Russian Federation,2017,145530.091
223896,Slovakia,1990,5288.455
223897,Slovakia,1991,5309.229
223898,Slovakia,1992,5329.029
223899,Slovakia,1993,5347.212
223900,Slovakia,1994,5362.894
223901,Slovakia,1995,5375.47
223902,Slovakia,1996,5384.792
223903,Slovakia,1997,5391.202
223904,Slovakia,1998,5395.253
223905,Slovakia,1999,5397.709
223906,Slovakia,2000,5399.207
223907,Slovakia,2001,5399.995
223908,Slovakia,2002,5400.124
223909,Slovakia,2003,5399.844
223910,Slovakia,2004,5399.374
223911,Slovakia,2005,5398.962
223912,Slovakia,2006,5398.674
223913,Slovakia,2007,5398.693
223914,Slovakia,2008,5399.362
223915,Slovakia,2009,5401.149
223916,Slovakia,2010,5404.293
223917,Slovakia,2011,5408.932
223918,Slovakia,2012,5414.894
223919,Slovakia,2013,5421.721
223920,Slovakia,2014,5428.798
223921,Slovakia,2015,5435.614
223922,Slovakia,2016,5442.001
223923,Slovakia,2017,5447.903
224780,Slovenia,1990,2006.404
224781,Slovenia,1991,2007.78
224782,Slovenia,1992,2005.352
224783,Slovenia,1993,2000.56
224784,Slovenia,1994,1995.326
224785,Slovenia,1995,1991.126
224786,Slovenia,1996,1988.58
224787,Slovenia,1997,1987.457
224788,Slovenia,1998,1987.384
224789,Slovenia,1999,1987.625
224790,Slovenia,2000,1987.71
224791,Slovenia,2001,1987.457
224792,Slovenia,2002,1987.265
224793,Slovenia,2003,1987.855
224794,Slovenia,2004,1990.226
224795,Slovenia,2005,1994.979
224796,Slovenia,2006,2002.427
224797,Slovenia,2007,2012.128
224798,Slovenia,2008,2023.049
224799,Slovenia,2009,2033.807
224800,Slovenia,2010,2043.336
224801,Slovenia,2011,2051.278
224802,Slovenia,2012,2057.826
224803,Slovenia,2013,2063.12
224804,Slovenia,2014,2067.488
224805,Slovenia,2015,2071.199
224806,Slovenia,2016,2074.205
224807,Slovenia,2017,2076.395
228316,South Africa,1990,36800.507
228317,South Africa,1991,37718.952
228318,South Africa,1992,38672.611
228319,South Africa,1993,39633.754
228320,South Africa,1994,40564.061
228321,South Africa,1995,41435.761
228322,South Africa,1996,42241.007
228323,South Africa,1997,42987.456
228324,South Africa,1998,43682.259
228325,South Africa,1999,44338.551
228326,South Africa,2000,44967.713
228327,South Africa,2001,45571.272
228328,South Africa,2002,46150.913
228329,South Africa,2003,46719.203
228330,South Africa,2004,47291.61
228331,South Africa,2005,47880.595
228332,South Africa,2006,48489.464
228333,South Africa,2007,49119.766
228334,South Africa,2008,49779.472
228335,South Africa,2009,50477.013
228336,South Africa,2010,51216.967
228337,South Africa,2011,52003.759
228338,South Africa,2012,52832.659
228339,South Africa,2013,53687.125
228340,South Africa,2014,54544.184
228341,South Africa,2015,55386.369
228342,South Africa,2016,56207.649
228343,South Africa,2017,57009.751
234957,Spain,1990,39202.524
234958,Spain,1991,39299.081
234959,Spain,1992,39410.852
234960,Spain,1993,39533.726
234961,Spain,1994,39660.079
234962,Spain,1995,39787.413
234963,Spain,1996,39908.962
234964,Spain,1997,40035.286
234965,Spain,1998,40201.561
234966,Spain,1999,40454.472
234967,Spain,2000,40824.745
234968,Spain,2001,41319.431
234969,Spain,2002,41919.593
234970,Spain,2003,42596.455
234971,Spain,2004,43308.345
234972,Spain,2005,44019.118
234973,Spain,2006,44728.561
234974,Spain,2007,45429.071
234975,Spain,2008,46068.811
234976,Spain,2009,46583.566
234977,Spain,2010,46931.011
234978,Spain,2011,47084.242
234979,Spain,2012,47063.059
234980,Spain,2013,46930.554
234981,Spain,2014,46777.927
234982,Spain,2015,46671.919
234983,Spain,2016,46634.131
234984,Spain,2017,46647.425
240261,Sweden,1990,8567.375
240262,Sweden,1991,8625.14
240263,Sweden,1992,8686.735
240264,Sweden,1993,8746.77
240265,Sweden,1994,8798.235
240266,Sweden,1995,8836.421
240267,Sweden,1996,8859.18
240268,Sweden,1997,8868.857
240269,Sweden,1998,8870.854
240270,Sweden,1999,8873.105
240271,Sweden,2000,8881.642
240272,Sweden,2001,8897.802
240273,Sweden,2002,8920.703
240274,Sweden,2003,8951.439
240275,Sweden,2004,8990.653
240276,Sweden,2005,9038.627
240277,Sweden,2006,9096.17
240278,Sweden,2007,9162.941
240279,Sweden,2008,9236.433
240280,Sweden,2009,9313.085
240281,Sweden,2010,9390.157
240282,Sweden,2011,9466.705
240283,Sweden,2012,9542.817
240284,Sweden,2013,9618.016
240285,Sweden,2014,9692.137
240286,Sweden,2015,9764.949
240287,Sweden,2016,9836.003
240288,Sweden,2017,9904.895
241145,Switzerland,1990,6652.873
241146,Switzerland,1991,6718.818
241147,Switzerland,1992,6792.906
241148,Switzerland,1993,6868.937
241149,Switzerland,1994,6938.407
241150,Switzerland,1995,6995.519
241151,Switzerland,1996,7038.027
241152,Switzerland,1997,7068.503
241153,Switzerland,1998,7091.775
241154,Switzerland,1999,7115.031
241155,Switzerland,2000,7143.764
241156,Switzerland,2001,7179.174
241157,Switzerland,2002,7220.378
241158,Switzerland,2003,7268.363
241159,Switzerland,2004,7323.728
241160,Switzerland,2005,7386.818
241161,Switzerland,2006,7457.961
241162,Switzerland,2007,7536.986
241163,Switzerland,2008,7622.826
241164,Switzerland,2009,7713.902
241165,Switzerland,2010,7808.674
241166,Switzerland,2011,7906.988
241167,Switzerland,2012,8008.006
241168,Switzerland,2013,8108.876
241169,Switzerland,2014,8206.003
241170,Switzerland,2015,8296.775
241171,Switzerland,2016,8379.915
241172,Switzerland,2017,8455.797
249985,Turkey,1990,53921.758
249986,Turkey,1991,54840.595
249987,Turkey,1992,55748.946
249988,Turkey,1993,56653.808
249989,Turkey,1994,57564.209
249990,Turkey,1995,58486.453
249991,Turkey,1996,59423.278
249992,Turkey,1997,60372.571
249993,Turkey,1998,61329.665
249994,Turkey,1999,62287.391
249995,Turkey,2000,63240.196
249996,Turkey,2001,64192.243
249997,Turkey,2002,65145.357
249998,Turkey,2003,66089.402
249999,Turkey,2004,67010.93
250000,Turkey,2005,67903.461
250001,Turkey,2006,68756.809
250002,Turkey,2007,69581.854
250003,Turkey,2008,70418.612
250004,Turkey,2009,71321.406
250005,Turkey,2010,72326.992
250006,Turkey,2011,73443.254
250007,Turkey,2012,74651.046
250008,Turkey,2013,75925.454
250009,Turkey,2014,77229.262
250010,Turkey,2015,78529.413
250011,Turkey,2016,79827.868
250012,Turkey,2017,81116.451
260854,United Kingdom,1990,57134.377
260855,United Kingdom,1991,57290.792
260856,United Kingdom,1992,57446.041
260857,United Kingdom,1993,57602.279
260858,United Kingdom,1994,57763.382
260859,United Kingdom,1995,57932.45
260860,United Kingdom,1996,58113.554
260861,United Kingdom,1997,58307.32
260862,United Kingdom,1998,58509.972
260863,United Kingdom,1999,58715.859
260864,United Kingdom,2000,58923.305
260865,United Kingdom,2001,59124.277
260866,United Kingdom,2002,59326.294
260867,United Kingdom,2003,59561.429
260868,United Kingdom,2004,59872.76
260869,United Kingdom,2005,60287.953
260870,United Kingdom,2006,60821.349
260871,United Kingdom,2007,61455.154
260872,United Kingdom,2008,62145.098
260873,United Kingdom,2009,62828.62
260874,United Kingdom,2010,63459.801
260875,United Kingdom,2011,64021.922
260876,United Kingdom,2012,64525.3
260877,United Kingdom,2013,64984.015
260878,United Kingdom,2014,65423.048
260879,United Kingdom,2015,65860.149
260880,United Kingdom,2016,66297.944
260881,United Kingdom,2017,66727.463
265145,United States of America (and dependencies),1990,255850.815
265146,United States of America (and dependencies),1991,258307.611
265147,United States of America (and dependencies),1992,260797.54
265148,United States of America (and dependencies),1993,263377.931
265149,United States of America (and dependencies),1994,266124.918
265150,United States of America (and dependencies),1995,269083.409
265151,United States of America (and dependencies),1996,272288.834
265152,United States of America (and dependencies),1997,275699.429
265153,United States of America (and dependencies),1998,279188.985
265154,United States of America (and dependencies),1999,282583.19
265155,United States of America (and dependencies),2000,285759.191
265156,United States of America (and dependencies),2001,288660.199
265157,United States of America (and dependencies),2002,291326.851
265158,United States of America (and dependencies),2003,293852.753
265159,United States of America (and dependencies),2004,296379.786
265160,United States of America (and dependencies),2005,299007.705
265161,United States of America (and dependencies),2006,301763.87
265162,United States of America (and dependencies),2007,304604.314
265163,United States of America (and dependencies),2008,307471.953
265164,United States of America (and dependencies),2009,310280.614
265165,United States of America (and dependencies),2010,312966.891
265166,United States of America (and dependencies),2011,315519.165
265167,United States of America (and dependencies),2012,317955.944
265168,United States of America (and dependencies),2013,320280.626
265169,United States of America (and dependencies),2014,322504.295
265170,United States of America (and dependencies),2015,324638.21
265171,United States of America (and dependencies),2016,326678.816
265172,United States of America (and dependencies),2017,328629.63
